rank,id,smiles,fit_score,n_hits
1,F1911-1425,C=CCNc1cc(CCOC)ncn1,0.6365622093117298,3
2,F1911-3114,CCOC(=O)CC(NCc1ccc(OC)cc1)C(C)(C)C,0.61086858440118,4
3,F1957-0798,Nc1c(I)cncc1C(=O)O,0.6079855839611225,3
4,F1967-7234,Cn1c(=O)cc(-c2ccc(F)cc2)[nH]c1=O,0.6054825904758822,3
5,F1967-3617,O=c1cc(-c2ccc(F)cc2)[nH]c(=O)[nH]1,0.6007766586376105,3
6,F1911-0540,CCOCc1cc(NCCC(=O)O)ncn1,0.6001125443930505,3
7,F1967-3689,O=c1cc(-c2ccc(F)c(F)c2)[nH]c(=S)[nH]1,0.5998352410174168,3
8,F1967-7464,CCn1c(=O)cc(-c2ccc(F)cc2)[nH]c1=O,0.5995871700519182,3
9,F1903-5305,O=c1[nH]c(-c2ccc(F)cc2F)c(F)c(=O)[nH]1,0.597958388553319,3
10,F2197-5860,O=C(O)c1ccccc1Nc1nccs1,0.5919458770446463,3
11,F1967-3599,O=c1cc(-c2ccc(F)c(F)c2)[nH]c(=O)[nH]1,0.5918461751357056,3
12,F1903-5307,O=c1[nH]cnc(-c2ccc(F)cc2F)c1F,0.5875667459068865,3
13,F1903-5490,O=c1[nH]c(=S)[nH]c(-c2ccc(F)c(F)c2)c1F,0.5865459762441696,3
14,F1916-8820,COc1cc(OC)c(CNC2CC2)c(OC)c1,0.5839097923838055,3
15,F1904-5004,COc1ccc(CNc2nccc(CN)n2)cc1,0.5797895694597897,3
16,F1922-6135,COC(=O)C1(N)CC1c1ccc(OC(C)(C)C)cc1.Cl,0.5763572836780457,4
17,F1967-3493,CSc1nc(-c2ccc(F)cc2)cc(=O)[nH]1,0.5683216156061777,3
18,F2158-2315,Nc1nc(-c2ccc(F)cc2)cc(=O)[nH]1,0.5675340549841372,3
19,F1903-3835,O=c1[nH]cnc(-c2ccc(F)cc2Cl)c1F,0.5623539119051306,3
20,F1903-1495,COc1ccc(-c2[nH]c(=O)[nH]c(=O)c2F)cc1,0.5572584315494279,3
21,F1903-0944,O=c1[nH]c(=S)[nH]c(-c2ccc(F)cc2)c1F,0.556420958480514,3
22,F2167-9392,NC(=O)c1ccc(OC2CCNCC2)cc1,0.555679119337439,3
23,F1903-0946,Cc1nc(-c2ccc(F)cc2)c(F)c(=O)[nH]1,0.5554501354369149,3
24,F1913-7056,Cl.Fc1ccc(C2NCCCC2(F)F)cc1,0.5548598776358514,3
25,F1916-8671,CNCc1cc(Br)c(F)cc1F,0.5516585259713562,3
26,F2158-2310,COc1ccc(-c2cc(=O)[nH]c(N)n2)cc1,0.5513264991760393,3
27,F1922-6381,COc1cc(C2CC(C(=O)O)C(=O)N2)cc(OC)c1OC,0.550893319417077,3
28,F1967-7188,Cn1c(=O)cc(-c2ccc(F)cc2Cl)[nH]c1=O,0.5483436279334634,3
29,F1903-0943,O=c1[nH]c(-c2ccc(F)cc2)c(F)c(=O)[nH]1,0.5466647024442889,3
30,F1909-1838,CNCc1cc(F)c(F)cc1F,0.5461746548329246,3
31,F1904-9124,CC1CC1(N)c1cc(F)c(F)cc1F,0.5456648888848389,3
32,F2147-1784,CCOc1ccc(CN)cn1.O=C(O)C(=O)O,0.5448770292528962,3
33,F1967-9761,COc1ccc(CNC(C)C(C)C)cc1OC,0.5445860272109384,3
34,F1903-3833,O=c1[nH]c(-c2ccc(F)cc2Cl)c(F)c(=O)[nH]1,0.5396579158095863,3
35,F1907-0580,O=C1CS(=O)(=O)Nc2ccsc21,0.5393960182456158,3
36,F1903-3834,O=c1[nH]c(=S)[nH]c(-c2ccc(F)cc2Cl)c1F,0.5373533219063268,3
37,F2135-0092,CCOC(=O)c1cnn(-c2nc(C)c(C)c(=O)[nH]2)c1N,0.5372089283185576,3
38,F1967-1652,COc1ccc(C(=O)NCCN)cc1OC,0.5327840076251334,3
39,F1922-6076,COc1cc(OC)cc(C2CC2(N)C(=O)O)c1.Cl,0.5319345534137687,3
40,F1814-9908,C#CCNC(=O)c1ccc2c(c1)OC(F)(F)O2,0.5312686902448241,3
41,F6716-4425,Fc1ccc(CNc2ncc(Br)cn2)c(F)c1,0.5309538767917084,3
42,F6660-5258,C#CCNC(=O)c1ccc(F)cc1,0.530911567072757,3
43,F1911-1447,COCCc1cc(NCCN)ncn1,0.530738140797545,3
44,F1911-2901,COC(=O)c1cc(C2CCCCN2)n(C)n1,0.5307285728532568,3
45,F1922-2825,C=CCOCCC(NC)c1ccc(OC)c(OC)c1,0.5288987609042126,3
46,F6617-4646,C#CCNC(=O)c1ccc(OC)nc1,0.5274931337842064,3
47,F1967-9751,COCC(C)NCc1ccc(OC)cc1OC,0.5273640610855471,3
48,F1922-3179,CCOCCC(NC)c1ccc(OC(F)(F)F)cc1,0.5260341211720501,3
49,F1922-3762,COc1cc(C2CC2N)ccc1F.Cl,0.5259276560626723,3
50,F2147-4623,O=C1NCC(C(F)(F)F)C(=O)N1,0.5251323270146665,3
51,F3665-3741,C#CCNC(=O)c1ccc(OC)cc1,0.5241394445804932,3
52,F2147-9506,CC(C)(C)OC(=O)NC(CO)c1ccc(F)cc1,0.5229852140963376,3
53,F1911-7591,Cc1cc(=O)[nH]c(-c2ccc(F)c(Br)c2)n1,0.5228782783674808,3
54,F1911-2999,CCOc1ccc(-c2[nH]c(=S)[nH]c(=O)c2C)cc1,0.5228660235818373,3
55,F2147-4692,O=C(NCC1(CO)CC2(COC2)C1)OCc1ccccc1,0.5217678724885592,3
56,F1913-0380,COc1ccc(C2(C)CNC(=O)C2)cc1,0.5211621029245785,3
57,F1967-0263,COc1ccc(-c2cc(=O)n(CC(=O)O)cn2)cc1,0.5193274323741359,3
58,F1923-2483,NC(C(=O)O)c1ccc(OC2CC2)cc1,0.5187918086183309,3
59,F3413-2331,C#Cc1cc(F)ccc1C(=O)NC(C)(C)C,0.5175355555304475,3
60,F1911-3125,CCC(C(=O)OC)C(C)NCc1ccc(OC)cc1,0.5171939852301938,4
61,F1904-0672,CC(CNCc1ccc(F)cc1F)[N+](=O)[O-],0.5155908425664549,3
62,F1923-2098,COc1ccc(C2CC(=O)N(CC(N)=O)C2)cc1,0.514839879063668,3
63,F1911-3337,COc1cccc(CNC(C)C(C)C(=O)O)c1,0.5144589803777463,3
64,F2197-5533,O=C(O)c1sccc1Nc1cnccn1,0.5141849991971071,3
65,F1923-2268,O=C1CC(c2ccc(OCC(F)F)cc2)CN1,0.5120646609425844,3
66,F9995-1757,COc1cc(C(=O)O)c(N)cc1O.Cl,0.5106171427121381,2
67,F8881-1568,O=C1CC(=O)NC(=S)N1,0.5101251258926928,2
68,F2167-2081,CC(C)(C)CC(N)c1ccc(F)cc1.Cl,0.5098443338756043,3
69,F0001-1773,O=C1CC(=O)NC(=O)N1,0.509831339381594,2
70,F1913-1959,O=C1CCNC(=O)N1,0.5088443503695101,2
71,F1911-3763,COc1cc(CNc2ccccc2N)cc(OC)c1OC,0.5087844045702755,3
72,F1911-1708,COc1ccc(CNC(C)(C)C)cc1OC,0.5072557777809882,3
73,F1911-9710,N=C(N)NCc1ccc(F)cc1F,0.5061096422952511,3
74,F1922-2147,CNC(CCOC(C)C)c1ccc(OC)cc1OC,0.50563913984751,3
75,F1922-1700,C=CC(NOC)c1ccc(OC)cc1,0.5054038872909666,3
76,F1911-1449,COCCc1cc(NCCBr)ncn1,0.5037521055786932,3
77,F1903-1496,COc1ccc(-c2[nH]c(=S)[nH]c(=O)c2F)cc1,0.5033223606390869,3
78,F2197-5409,COC(=O)c1ccc(Nc2ncccn2)nc1,0.5032286074993998,3
79,F1904-1507,COc1ccc(-c2nc[nH]c(=O)c2F)cc1OC,0.5023983030465461,3
80,F1922-2143,CNC(CCOC)c1ccc(OC)cc1OC,0.5017762315019115,3
81,F2193-0021,COC(=O)c1sc(I)cc1N.Cl,0.5015663089848663,3
82,F1903-6807,COCc1ncnc(CN)c1F,0.5002718692879192,3
83,F1911-2715,COCCc1cc(NCCNC(=O)OC(C)(C)C)ncn1,0.5002226372480453,3
84,F2190-0213,O=C(CCl)NCc1ccc2c(c1)OCO2,0.499807757117439,3
85,F1922-6320,COc1ccc(C2CC(C(=O)O)C(=O)N2)cc1OC,0.49721005557351133,3
86,F1904-1972,O=c1[nH]cnc(-c2ccc(OC(F)(F)F)cc2)c1F,0.49681913350636175,3
87,F2197-5917,COC(=O)c1ccc(Nc2nccs2)nc1,0.49611805123002045,3
88,F1967-0768,O=C(Nc1ccc(S)nn1)c1ccc(F)cc1,0.4942653162130019,3
89,F3111-0406,NNc1ncccc1C(=O)O,0.4926469870630765,2
90,F2147-9515,CC(C)(C)OC(=O)NC(C=O)c1ccc(F)cc1,0.4901082388745378,3
91,F1904-5505,CCOC(=O)NC(=S)NCc1ccc(F)cc1F,0.4899979844128179,3
92,F1909-5681,O=C(O)/C=C\C(=O)NCc1ccc(F)c(F)c1,0.4895967390988502,3
93,F1967-0946,COc1ccc(-c2nc3ncccc3c(=O)[nH]2)cc1,0.489227160864185,3
94,F0211-0001,Nc1ccc([N+](=O)[O-])cc1C(=O)O,0.48912609704251936,2
95,F2124-0508,O=C(O)c1ccccc1NS(=O)(=O)c1ccc(F)cc1,0.4890401918763721,2
96,F1909-5707,O=C(O)/C=C\C(=O)NCc1ccc(F)c(Cl)c1,0.48874633270268447,3
97,F2121-0038,Nc1cc(Cl)ccc1C(=O)O,0.48799594897831594,2
98,F0001-1213,Nc1ccc(F)cc1C(=O)O,0.48771900504726334,2
99,F2147-9901,CC(C)(C)OC(=O)NCc1cc(Br)c(F)cc1F,0.4871828421601119,3
100,F1907-0582,O=C1CS(=O)(=O)Nc2ccccc21,0.4863687775515839,2
101,F1904-2187,O=C(O)c1nccc(NCc2ccc(F)cc2)n1,0.4856266008803508,3
102,F1911-2997,Cc1c(-c2ccc(F)cc2)[nH]c(=S)[nH]c1=O,0.48548152361703495,3
103,F2190-0536,NCc1ccc(F)cc1F,0.4854356318110388,3
104,F1911-9628,COc1ccc(C(=O)C(F)(F)C(C)=O)cc1F,0.48520438579595787,3
105,F6619-0560,O[C@@H]1CC[C@H]1NCc1ccc(F)cc1F,0.48470030450689616,3
106,F1914-0064,Nc1nnc(NCc2ccc(F)cc2F)[nH]1,0.4835469576179808,3
107,F1922-2803,C=CC(NC)c1ccc(OC)c(OC)c1,0.4832146049198799,3
108,F2167-2010,CCC(N)c1ccc(F)c(F)c1.Cl,0.48300853369514685,3
109,F1926-0421,NCCNc1ncnc2cc(F)ccc12,0.482327776772805,3
110,F1913-3039,O=C(Cl)CC(c1ccc(F)cc1)C(F)F,0.4817940350425189,3
111,F1916-8741,CNCc1ccc2c(c1)OCO2,0.4804776316054189,3
112,F1967-6267,COc1ccc(-c2cc(=O)[nH]c(=O)n2C)cc1,0.4801698887916144,3
113,F1911-5782,CCOC(=O)CS(=O)(=O)c1ccc(OC)cc1,0.4796872109963433,3
114,F1907-0021,N/C(=N\O)c1ccc2c(c1)OCO2,0.47949754430183905,3
115,F1911-9711,N=C(N)NCc1ccc(OC(F)(F)F)cc1,0.4794176935009302,3
116,F1909-5539,O=C(O)/C=C\C(=O)NCc1ccc(F)cc1,0.47809476172517057,3
117,F9995-0103,Nc1cc(Br)ccc1C(=O)O,0.4779185560487581,2
118,F0001-1107,Nc1ccc(O)cc1C(=O)O,0.4778709834955834,2
119,F1943-0105,Nc1c(Br)cc(Br)cc1C(=O)O,0.47772552281507935,2
120,F0001-0805,Cc1ccc(C(=O)O)c(N)c1,0.4776923863283277,2
121,F1943-0104,Nc1ccc(Cl)cc1C(=O)O,0.4775748553777599,2
122,F0020-1780,Nc1c(Cl)cc(Cl)cc1C(=O)O,0.47700318509087275,2
123,F2147-3811,O=C(NCC1(C(=O)O)CCC1)OCc1ccccc1,0.47652878654699304,2
124,F1914-0227,COc1ccc(CNc2nnc(N)[nH]2)cc1,0.4763605090895007,3
125,F6809-3513,Fc1ccc(CNc2ncc(Br)cn2)c(Cl)c1,0.4759218050153839,3
126,F1967-4631,Cc1nc(Cl)cc(NCc2ccc(F)cc2)n1,0.4759054794577598,3
127,F0850-6740,COC(=O)c1ccc(C(=O)OC)c(N)c1,0.47570759920380146,2
128,F1913-1093,CC(C)(N)C1CCC(=O)CC1.Cl,0.475704370863319,3
129,F2173-2091,Nc1c(O)cccc1C(=O)O,0.47557975749570824,2
130,F1904-4600,COc1ccc(CNc2nccc(CO)n2)cc1,0.47549928902379973,3
131,F2163-0013,O=C=NCN1C(=O)CCNC1=O,0.4751906097574917,2
132,F1916-8823,CNCc1ccc(OC)c(OC)c1OC,0.47518036046248474,3
133,F1916-6173,COc1ccc(CNc2ncc(Br)cn2)cc1,0.4746223225580457,3
134,F1967-2941,COc1ccc(CNc2ncccn2)cc1,0.47438790836345124,3
135,F1967-0639,COc1ccc(CNc2nc(C)cc(Cl)n2)cc1,0.474159333169066,3
136,F0777-0818,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1,0.47383816379092386,2
137,F2141-1504,COC(=O)c1cccc(Cl)c1N,0.4732563072986172,2
138,F1911-2998,COc1ccc(-c2[nH]c(=S)[nH]c(=O)c2C)cc1,0.4730224818982344,3
139,F2132-5094,COC(=O)c1cccc(F)c1N,0.47298366910313927,2
140,F2147-0023,COc1ccc(C2CCCN2)cc1Cl.Cl,0.4714232636477868,3
141,F1904-2805,OCc1nccc(NCc2ccc(F)cc2)n1,0.47053238333918346,3
142,F1922-3333,C=CC(NOC)c1ccc(OC)c(F)c1,0.46991362471380227,3
143,F1967-9574,c1cc2c(cc1CNC1CCCC1)OCO2,0.4682333594399807,3
144,F1967-4403,Fc1ccc(CNc2ccc(Cl)nn2)c(F)c1,0.468044115171395,3
145,F2158-2311,COc1ccc(-c2nc(N)[nH]c(=O)c2Br)cc1,0.46790176812802897,3
146,F1967-3629,COc1ccc(-c2cc(=O)[nH]c(=O)[nH]2)cc1,0.46775896334054046,3
147,F1904-5045,NCc1ccnc(NCc2ccc(F)cc2)n1,0.46730598740691676,3
148,F1913-1651,O=C1Nc2ccccc2Nc2ncccc21,0.46675665590696336,3
149,F1967-9781,CCC(C)NCc1ccc(F)cc1F,0.4664209186973581,3
150,F1911-3765,Nc1ccccc1NCc1ccc(OC(F)(F)F)cc1,0.4660445649354469,3
151,F1916-9110,CC(NC(=O)CCl)c1ccc(F)cc1,0.46522916269350845,3
152,F1904-5294,CCOC(=O)NC(=S)NCc1ccc2c(c1)OCO2,0.46469002778524693,3
153,F1914-0170,Nc1nnc(NCc2ccc(F)c(F)c2)[nH]1,0.4645545006777774,3
154,F1957-0307,Nc1nc(O)ccc1C(=O)O,0.46455048989517433,2
155,F2157-1883,COC(=O)c1cn(CC(=O)NCc2ccc(OC)c(OC)c2)nn1,0.4645406706126326,3
156,F0001-4766,NCc1ccc(F)c(F)c1,0.4639557794192943,3
157,F2157-0623,COc1ccc(CNC(=O)CN=[N+]=[N-])cc1OC,0.4635031894789025,3
158,F2108-0340,O=CC1C(=O)NC(=O)NC1=O,0.4629407023748797,2
159,F1904-5348,CCOC(=O)NC(=S)NCc1ccc(F)cc1,0.46291925095502734,3
160,F1922-3356,COc1ccc(C(N)CCOCC(F)(F)F)cc1F,0.46283547280002824,3
161,F1967-5610,O=C(O)c1cc(-c2ccc(F)cc2Cl)ncn1,0.46259430570339055,3
162,F1904-5548,CCOC(=O)NC(=S)NCc1ccc(OC)nc1,0.4623426558975303,3
163,F1967-9573,CC(NCc1ccc2c(c1)OCO2)C1CC1,0.4622374616146314,3
164,F2147-3528,CC1(C)CC(=O)CC(=O)N1,0.4613058372356035,2
165,F8883-0354,N=C(N)NCc1ccc(F)cc1,0.4610922963698872,3
166,F2189-0946,COc1ccc(C2CC(=O)OC(=O)C2)cc1,0.4610123768244036,3
167,F2167-0160,COc1cc(CN)cc(OC)c1OC,0.4609294534137883,3
168,F1911-7656,O=c1ccnc(-c2ccc(OC(F)(F)F)cc2)[nH]1,0.46024264143135385,3
169,F1911-7592,Cc1nc(-c2ccc(F)c(Br)c2)[nH]c(=O)c1C,0.459808567141176,3
170,F8881-8412,NCc1ccc(F)cc1Cl,0.4597700943362969,3
171,F1904-5002,NCc1ccnc(NCc2ccc3c(c2)OCO3)n1,0.4594715472646522,3
172,F1911-5640,Fc1cc(NCc2ccc3c(c2)OCO3)ccn1,0.459279868502619,3
173,F2132-3989,COc1cc2c(cc1OC)CN(c1ncc(Br)cc1C(=O)O)CC2,0.45918342449883887,3
174,F1922-3189,C#CCOCCC(N)c1ccc(OC(F)(F)F)cc1,0.45917134722491165,3
175,F1909-1818,NCc1ccc(F)cc1Br,0.458791289550195,3
176,F1911-9685,N=C(N)NCc1ccc2c(c1)OCO2,0.4576258721687674,3
177,F1916-8819,CNCc1c(OC)cc(OC)cc1OC,0.45757818288844476,3
178,F2169-1236,CNCc1ccc(OC)c(Br)c1,0.45703354501603066,3
179,F1967-3648,O=c1cc(-c2ccc3c(c2)OCO3)[nH]c(=O)[nH]1,0.45662200274401815,3
180,F8883-2196,COC(=O)c1cc(N)ccc1N,0.45660375709820256,2
181,F1967-1593,NC(=O)NCc1ccc2c(c1)OCO2,0.4562646539546653,3
182,F6616-7359,Cn1cc(NCc2ccc(F)c(Br)c2)cn1,0.45614958176684256,3
183,F1904-3295,COc1ccc(CNc2ccnc(CN)n2)cn1,0.45587951341930727,3
184,F1913-5383,C=CCCC(N)c1ccc(F)c(F)c1,0.45532481896566473,3
185,F1904-3094,COc1ccc(CNc2ccnc(C#N)n2)cn1,0.45527935557471855,3
186,F1967-9748,CCCC(C)NCc1ccc(OC)cc1OC,0.45515600259553174,3
187,F1904-9086,COc1ccc(C2(N)CC2)cc1OC,0.454386041784816,3
188,F1909-1835,CNCc1ccc(OC)c(F)c1,0.4539821681527557,3
189,F1814-9985,C#CC(C)(C)NC(=O)c1ccc(F)cc1,0.4537558447849746,3
190,F1967-9771,CN1CCC(NCc2ccc(F)cc2F)CC1,0.4532965347363022,3
191,F1922-3163,C=CC(NC)c1ccc(OC(F)(F)F)cc1,0.45208646946897685,3
192,F2197-5489,COC(=O)c1ccc(Nc2ncc(F)cn2)nc1,0.45201607166452573,3
193,F8888-0237,COc1ccc2c(c1)OCC(C(=O)O)C2,0.4519768148740319,3
194,F2135-1030,Cl.NNCc1ccc(F)cc1,0.45182478622086714,3
195,F1921-1197,Cl.NC1C(=O)NCC1c1ccc2c(c1)OC(F)(F)O2,0.45173179700840327,3
196,F1904-4865,CN(C)c1ccc(Nc2nccc(C#N)n2)cc1,0.4507036913910621,3
197,F1903-3861,COC(=O)c1ncnc(-c2ccc(F)cc2Cl)c1F,0.4505499850328015,3
198,F2147-3080,O=C1CCC(=O)c2sccc2N1,0.45038346854434885,3
199,F1904-4937,N#Cc1ccnc(Nc2cccc(F)c2F)n1,0.4501080194615279,3
200,F1967-9785,CC(NCc1ccc(F)cc1F)C(C)(C)C,0.45003702621091285,3
201,F1904-4841,N#Cc1ccnc(Nc2ccccc2Cl)n1,0.4499877159335457,3
202,F1923-2520,CC(N)c1ccc2c(c1)OC(F)(F)O2,0.4492661372897357,3
203,F1130-0019,CC(NC(=O)c1ccc(F)cc1)C(=O)O,0.4490941178497218,3
204,F1904-4815,N#Cc1ccnc(Nc2ccc(F)c(F)c2)n1,0.4489117755200228,3
205,F1904-4812,N#Cc1ccnc(Nc2ccccc2F)n1,0.4484909589624198,3
206,F1913-6072,Cl.O=C1OCC2CNCC12,0.44790386457238235,2
207,F1904-4863,N#Cc1ccnc(Nc2ccc(Cl)cc2)n1,0.4478424004533049,3
208,F2147-0758,COC(=O)C1C(=O)NCC1c1ccc(F)cc1,0.4472423160977779,4
209,F1967-3725,O=c1cc(-c2ccc3c(c2)OCO3)[nH]c(=S)[nH]1,0.44717736475870773,3
210,F2150-0013,CCC(NC)c1ccc(F)cc1,0.4467777108726505,3
211,F1911-1460,COCCc1cc(NCC(N)=O)ncn1,0.4462949521044271,3
212,F1904-4820,COc1ccc(Nc2nccc(C#N)n2)c(OC)c1,0.44534933731410137,3
213,F1911-9687,COc1ccc(CNC(=N)N)cc1,0.4449178109495881,3
214,F9995-0213,CCC1C(=O)NC(=O)NC1=O,0.444843962466738,2
215,F0001-1127,Cl.O.O=C1CCNCC1,0.444668653587986,2
216,F2167-8131,CCOC(=O)CCC1CNC1.Cl,0.4445401137461961,3
217,F1922-4155,Cc1ccc(Cl)c2c1NC(=O)C2=O,0.44417711354724126,3
218,F1967-9658,COc1ccc(CNC(C)CC(C)C)cc1,0.4440840766444117,3
219,F1914-0203,Nc1nnc(NCc2ccc(F)cc2Cl)[nH]1,0.443680941658801,3
220,F0452-5409,Cc1cccc2c1NC(=O)C2=O,0.4435568483652988,3
221,F1911-9430,CCCCOc1ccc(C(=O)CC(C)=O)cc1,0.4435260678119867,3
222,F0451-5916,Cc1c(Cl)ccc2c1NC(=O)C2=O,0.44247992300429184,3
223,F8881-7506,Cc1c(F)ccc2c1NC(=O)C2=O,0.4424582573023756,3
224,F1916-8677,Fc1cc(F)c(CNC2CC2)cc1Br,0.44238035912245777,3
225,F1922-4130,Cc1c(Br)ccc2c1NC(=O)C2=O,0.44234374744414906,3
226,F2185-1323,CC(C)(C)OC(=O)N1CC(NC(C#N)c2ccc(F)cc2)C1,0.44174283241644174,3
227,F1916-8781,Fc1cc(F)c(CNC2CC2)cc1F,0.4411210768734786,3
228,F1921-2039,[H][C@]12CNC[C@@]1(OC)C(=O)NC2=O,0.44109746517346077,2
229,F0001-0903,CCOC(=O)CC(=O)c1ccc(OC)cc1,0.4409370104733576,3
230,F1922-2802,C=CC(NOC)c1ccc(OC)c(OC)c1,0.440902686091041,3
231,F1913-4565,CNCc1ccc(OC(C)(F)F)cc1,0.4407436887203418,3
232,F0001-6613,CCCCCCCCCCCC(=O)c1ccc2cc(N(C)C)ccc2c1,0.44035917483507897,3
233,F1904-2967,COc1ccc(CNc2ccnc(C#N)n2)cc1,0.4390243746055645,3
234,F6663-6258,CNC(=O)c1ccc(OC)c(F)c1,0.43832447769536437,3
235,F8889-5387,CC1(C)CC(=O)CC(C)(C)N1,0.4381952324555015,2
236,F1967-6720,COc1ccc(-c2cc(=O)n(CCN)cn2)cc1,0.4376892459483025,3
237,F1904-9078,NC1(c2ccc(OC(F)F)cc2)CC1,0.43739242625493896,3
238,F1913-6309,O=S(=O)(CC1CNC1)C(F)F,0.4372312258603939,3
239,F3413-0058,C#CC(C)(C)NC(=O)c1ccc(OC)c(F)c1,0.4371749638793922,3
240,F3413-2360,C#Cc1cc(C(=O)NC(C)C)ccc1F,0.43634498859837917,3
241,F1967-4728,COc1ccc(CNc2cc(N)ncn2)cc1,0.43558982858733103,3
242,F6545-6078,OC(CNCc1ccc(F)cc1F)C(F)(F)F,0.43540480388458364,3
243,F6619-1362,O[C@H]1CCCC[C@@H]1NCc1ccc2c(c1)OCO2,0.4348912819208185,3
244,F1911-2482,CCOC(=O)CNc1cc(C2CCOC2)ncn1,0.43477516878961614,3
245,F2197-5596,CCOC(=O)c1ccc(Nc2cnccn2)cc1,0.4346442735818116,3
246,F3666-2170,C#CCNC(=O)c1ccc(OC)c(F)c1,0.43347412626738824,3
247,F1913-6070,O=S(=O)(CC1CNC1)C(F)(F)F,0.4333839641049648,3
248,F3413-0017,C#CC(C)(C)NC(=O)c1ccc(OC)cc1,0.4316782835515875,3
249,F1911-1706,COc1ccc(CNC(C)(C)C)c(OC)c1,0.4313759591555715,3
250,F1911-3063,COC(=O)CC(NCc1ccc2c(c1)OCO2)C(C)C,0.4312793374058291,3
251,F3413-0024,C#CC(C)(C)NC(=O)c1ccc(OC)nc1,0.4308624566155174,3
252,F1923-2527,O=CCCc1ccc2c(c1)OC(F)(F)O2,0.4306414773281642,3
253,F1916-8825,COc1ccc(CNC2CC2)c(OC)c1OC,0.43038108509831574,3
254,F0239-0517,CCOC(=O)c1sc(NC(=O)CCl)c(C(=O)OCC)c1C,0.4298106895896,3
255,F3665-3738,C#CCNC(=O)c1ccc(F)cc1Cl,0.4293059267135054,3
256,F1967-4539,COc1ccc(CNc2cc(Cl)ncn2)cn1,0.42913376800607517,3
257,F1904-2273,COc1ccc(CNc2ccnc(C(=O)O)n2)cn1,0.4287213228260597,3
258,F1911-3073,CCOC(=O)C(CC)C(C)NCc1ccc2c(c1)OCO2,0.4285611977592453,3
259,F1967-8314,CCOC(=O)c1cc(C2CCOCC2)ncn1,0.42840084063919126,3
260,F1903-5492,Cc1nc(-c2ccc(F)c(F)c2)c(F)c(=O)[nH]1,0.4282653404675162,3
261,F1922-2156,CNC(CCOCC(F)(F)F)c1ccc(OC)cc1OC,0.4279958106988201,3
262,F1814-9745,C#CCCCNC(=O)c1ccc(F)c(OC)c1,0.42791733815341954,3
263,F8889-1891,CNCc1ccc(OC)nc1.Cl.Cl,0.42766465110784513,3
264,F6616-5918,CNc1cc(=O)n(C)cn1,0.4271813080117156,3
265,F1923-2601,O=C1CC(c2ccc3c(c2)OC(F)(F)O3)CN1,0.42695891801027885,3
266,F1913-2377,CCOC(=O)C(F)CC1CNC1,0.42684128256200027,3
267,F6545-4820,COc1ccc(CN[C@@H]2COC[C@H]2O)cc1,0.42627986074298274,3
268,F1922-2152,CNC(CCOC(C)(C)C)c1ccc(OC)cc1OC,0.4261150455509459,3
269,F1911-3224,COC(=O)CC(NCc1ccc(C)cc1)C(C)C,0.42605965065290585,3
270,F1919-9701,Cc1cc(C)cc(NC2CCC(N)CC2)c1,0.42597552293647384,2
271,F1904-5131,COc1ccc(CNc2nccc(CN)n2)cn1,0.4258780950183876,3
272,F1967-3597,O=c1cc(-c2ccc(F)cc2F)[nH]c(=O)[nH]1,0.42587623392799134,3
273,F8889-3550,CCc1cccc2c1NC(=O)C2=O,0.4255254630198723,3
274,F1911-3609,COc1cc(CNc2ccccc2[N+](=O)[O-])cc(OC)c1OC,0.42551718865354293,3
275,F1911-3576,COc1ccc(CNc2ccccc2[N+](=O)[O-])cc1OC,0.4254610993591216,3
276,F1911-3067,CCOC(=O)CC(CC)NCc1ccc2c(c1)OCO2,0.4253137019776336,4
277,F2157-1900,CCOC(=O)c1cn(CC(=O)NCc2ccc(OC)c(OC)c2)nn1,0.424506755636538,3
278,F0001-2760,COc1ccc(CN)c(OC)c1,0.42374960292551656,3
279,F2197-5277,O=C(O)c1ncccc1Nc1ccccn1,0.4236940080262013,3
280,F2167-2075,CC(C)(C)CC(N)c1ccc(F)cc1F.Cl,0.4235018752133972,3
281,F1922-6369,O=C(O)C1CC(c2ccc(OC(F)(F)F)cc2)NC1=O,0.4232551865846923,3
282,F1909-5517,COc1ccc(CNC(=O)/C=C\C(=O)O)cc1,0.42314667790170263,3
283,F0001-0115,CC1(C)CC(=O)CC(C)(C)N1.O,0.4229913702878577,2
284,F1967-9755,COc1ccc(CNC(C)C2CC2)c(OC)c1,0.4228376406007012,3
285,F1967-5628,O=C(O)c1cc(-c2ccc(F)cc2F)ncn1,0.4222873665275451,3
286,F1904-4930,COc1ccc(CNc2nccc(C#N)n2)cn1,0.42217265797491926,3
287,F1903-7607,O=c1[nH]cnc(-c2ccc3c(c2)OCO3)c1F,0.4219813330583676,3
288,F2189-0945,COc1ccc(C2CC(=O)NC(=O)C2)cc1,0.42182308791062223,3
289,F1922-0747,COc1ccc(CC(C(=O)O)S(N)(=O)=O)c(OC)c1,0.4216230005672793,3
290,F3367-0317,COc1cc(OC)c2c(N)ccnc2c1,0.4215928585563816,3
291,F1922-6531,COc1cc(C2CC(CO)CN2)cc(OC)c1OC,0.42148767818321614,3
292,F6541-3352,FC(F)(F)c1cc(NCC2CC2)ncn1,0.420900527564623,2
293,F1911-1427,COCCc1cc(NCC(OC)OC)ncn1,0.42066530881293435,3
