synthon_smiles,original_smiles,parent_fit_score,parent_n_hits,reactivity,bb_info
COc1ccc(C(=O)[NH:20]CC#[CH:20])cn1,C#CCNC(=O)c1ccc(OC)nc1,0.5274931337842064,3,nucleophile,"{'Amides_Amides', 'Acetylenes_AlkyneCH'}"
C#CCNC(=O)c1cnc(OC)c[cH:60]1,C#CCNC(=O)c1ccc(OC)nc1,0.5274931337842064,3,unknown,{'Reagents_Minisci_CHpartners'}
C#CCNC(=O)c1ccc(OC)n[cH:60]1,C#CCNC(=O)c1ccc(OC)nc1,0.5274931337842064,3,unknown,{'Reagents_Minisci_CHpartners'}
COc1c[cH:60]c(C(=O)NCC#[CH:20])cn1,C#CCNC(=O)c1ccc(OC)nc1,0.5274931337842064,3,nucleophile,"{'Reagents_Minisci_CHpartners', 'Acetylenes_AlkyneCH'}"
COc1ccc(C(=O)NCC#[CH:20])[cH:60]n1,C#CCNC(=O)c1ccc(OC)nc1,0.5274931337842064,3,nucleophile,"{'Reagents_Minisci_CHpartners', 'Acetylenes_AlkyneCH'}"
C#CC[NH:20]C(=O)c1cnc(OC)c[cH:60]1,C#CCNC(=O)c1ccc(OC)nc1,0.5274931337842064,3,nucleophile,"{'Reagents_Minisci_CHpartners', 'Amides_Amides'}"
C#CC[NH:20]C(=O)c1ccc(OC)n[cH:60]1,C#CCNC(=O)c1ccc(OC)nc1,0.5274931337842064,3,nucleophile,"{'Reagents_Minisci_CHpartners', 'Amides_Amides'}"
COc1c[cH:60]c(C(=O)[NH:20]CC#[CH:20])cn1,C#CCNC(=O)c1ccc(OC)nc1,0.5274931337842064,3,nucleophile,"{'Reagents_Minisci_CHpartners', 'Amides_Amides', 'Acetylenes_AlkyneCH'}"
COc1ccc(C(=O)[NH:20]CC#[CH:20])[cH:60]n1,C#CCNC(=O)c1ccc(OC)nc1,0.5274931337842064,3,nucleophile,"{'Reagents_Minisci_CHpartners', 'Amides_Amides', 'Acetylenes_AlkyneCH'}"
COCC(C)[NH:20]Cc1ccc(OC)cc1OC,COCC(C)NCc1ccc(OC)cc1OC,0.5273640610855471,3,nucleophile,"{'SecondaryAmines_secAliphatic', 'SecondaryAmines_secBenzylic'}"
CCOCCC(c1ccc(OC(F)(F)F)cc1)[NH:20]C,CCOCCC(NC)c1ccc(OC(F)(F)F)cc1,0.5260341211720501,3,nucleophile,"{'SecondaryAmines_secBenzylic', 'SecondaryAmines_secAliphatic', 'SecondaryAmines_SecAmines_Aliphatic_Fluorinated'}"
COc1cc(C2CC2[NH2:40])ccc1F,COc1cc(C2CC2N)ccc1F,0.5259276560626723,3,nucleophile,{'PrimaryAmines_PriAmines_Aliphatic'}
COc1cc(C2CC2[NH2:20])ccc1F,COc1cc(C2CC2N)ccc1F,0.5259276560626723,3,nucleophile,{'PrimaryAmines_PriAmines_Aliphatic'}
COc1ccc(C(=O)NCC#[CH:20])cc1,C#CCNC(=O)c1ccc(OC)cc1,0.5241394445804932,3,nucleophile,{'Acetylenes_AlkyneCH'}
C#CC[NH:20]C(=O)c1ccc(OC)cc1,C#CCNC(=O)c1ccc(OC)cc1,0.5241394445804932,3,nucleophile,{'Amides_Amides'}
COc1ccc(C(=O)[NH:20]CC#[CH:20])cc1,C#CCNC(=O)c1ccc(OC)cc1,0.5241394445804932,3,nucleophile,"{'Amides_Amides', 'Acetylenes_AlkyneCH'}"
CC(C)(C)OC(=O)NC(C[OH:20])c1ccc(F)cc1,CC(C)(C)OC(=O)NC(CO)c1ccc(F)cc1,0.5229852140963376,3,nucleophile,{'Alcohols_Aliphatic_alcohols'}
CC(C)(C)OC(=O)NC(c1ccc(F)cc1)[CH3:10],CC(C)(C)OC(=O)NC(CO)c1ccc(F)cc1,0.5229852140963376,3,electrophile,{'Alcohols_Aliphatic_alcohols'}
Cc1cc(=O)[nH]c(-c2ccc(F)[cH:10]c2)n1,Cc1cc(=O)[nH]c(-c2ccc(F)c(Br)c2)n1,0.5228782783674808,3,electrophile,{'ArylHalide_Aryl_halides_Pd'}
O=C(NCC1(C[OH:20])CC2(COC2)C1)OCc1ccccc1,O=C(NCC1(CO)CC2(COC2)C1)OCc1ccccc1,0.5217678724885592,3,nucleophile,{'Alcohols_Aliphatic_alcohols'}
O=C(NCC1([CH3:10])CC2(COC2)C1)OCc1ccccc1,O=C(NCC1(CO)CC2(COC2)C1)OCc1ccccc1,0.5217678724885592,3,electrophile,{'Alcohols_Aliphatic_alcohols'}
COc1ccc(C2(C)CC(=O)[NH:20]C2)cc1,COc1ccc(C2(C)CNC(=O)C2)cc1,0.5211621029245785,3,nucleophile,{'Amides_Amides'}
COc1ccc(-c2cc(=O)n(C[CH:10]=O)cn2)cc1,COc1ccc(-c2cc(=O)n(CC(=O)O)cn2)cc1,0.5193274323741359,3,electrophile,"{'Acid_Aliphatic_Acid', 'Acid_HetAcetic_Acid'}"
O=C(O)C(c1ccc(OC2CC2)cc1)[NH2:20],NC(C(=O)O)c1ccc(OC2CC2)cc1,0.5187918086183309,3,nucleophile,"{'Aminoacids_AlphaAmino_Acid', 'Aminoacids_N-AliphaticAmino_Acid'}"
O=C(O)C(c1ccc(OC2CC2)cc1)[NH2:40],NC(C(=O)O)c1ccc(OC2CC2)cc1,0.5187918086183309,3,nucleophile,"{'Aminoacids_AlphaAmino_Acid', 'Aminoacids_N-AliphaticAmino_Acid'}"
NC(c1ccc(OC2CC2)cc1)[CH:10]=O,NC(C(=O)O)c1ccc(OC2CC2)cc1,0.5187918086183309,3,electrophile,"{'Aminoacids_AlphaAmino_Acid', 'Aminoacids_N-AliphaticAmino_Acid'}"
O=[CH:10]C(c1ccc(OC2CC2)cc1)[NH2:20],NC(C(=O)O)c1ccc(OC2CC2)cc1,0.5187918086183309,3,bifunctional,"{'Aminoacids_AlphaAmino_Acid', 'Aminoacids_N-AliphaticAmino_Acid'}"
O=[CH:10]C(c1ccc(OC2CC2)cc1)[NH2:40],NC(C(=O)O)c1ccc(OC2CC2)cc1,0.5187918086183309,3,bifunctional,"{'Aminoacids_AlphaAmino_Acid', 'Aminoacids_N-AliphaticAmino_Acid'}"
CC(C)(C)NC(=O)c1ccc(F)cc1C#[CH:20],C#Cc1cc(F)ccc1C(=O)NC(C)(C)C,0.5175355555304475,3,nucleophile,{'Acetylenes_AlkyneCH'}
C#Cc1cc(F)ccc1C(=O)[NH:20]C(C)(C)C,C#Cc1cc(F)ccc1C(=O)NC(C)(C)C,0.5175355555304475,3,nucleophile,{'Amides_Amides'}
CC(C)(C)[NH:20]C(=O)c1ccc(F)cc1C#[CH:20],C#Cc1cc(F)ccc1C(=O)NC(C)(C)C,0.5175355555304475,3,nucleophile,"{'Amides_Amides', 'Acetylenes_AlkyneCH'}"
CCC(C(=O)O)C(C)[NH:20]Cc1ccc(OC)cc1,CCC(C(=O)OC)C(C)NCc1ccc(OC)cc1,0.5171939852301938,4,nucleophile,{'Bifunctional_Amine_Ester'}
CCC(C(C)[NH:20]Cc1ccc(OC)cc1)[CH:10]=O,CCC(C(=O)OC)C(C)NCc1ccc(OC)cc1,0.5171939852301938,4,bifunctional,{'Bifunctional_Amine_Ester'}
CC(C[NH:20]Cc1ccc(F)cc1F)[N+](=O)[O-],CC(CNCc1ccc(F)cc1F)[N+](=O)[O-],0.5155908425664549,3,nucleophile,"{'SecondaryAmines_secAliphatic', 'SecondaryAmines_secBenzylic'}"
COc1ccc(C2CC(=O)N(CC(=O)[NH2:20])C2)cc1,COc1ccc(C2CC(=O)N(CC(N)=O)C2)cc1,0.514839879063668,3,nucleophile,{'Amides_Amides'}
COc1cccc(C[NH:20]C(C)C(C)C(=O)O)c1,COc1cccc(CNC(C)C(C)C(=O)O)c1,0.5144589803777463,3,nucleophile,"{'Aminoacids_BetaAmino_Acid', 'Aminoacids_N-AliphaticAmino_Acid'}"
COc1cccc(C[NH:20]C(C)C(C)[CH:10]=O)c1,COc1cccc(CNC(C)C(C)C(=O)O)c1,0.5144589803777463,3,bifunctional,"{'Aminoacids_BetaAmino_Acid', 'Aminoacids_N-AliphaticAmino_Acid'}"
COc1cccc(CNC(C)C(C)[CH:10]=O)c1,COc1cccc(CNC(C)C(C)C(=O)O)c1,0.5144589803777463,3,electrophile,"{'Aminoacids_BetaAmino_Acid', 'Aminoacids_N-AliphaticAmino_Acid'}"
O=C(O)c1sccc1[NH:20]c1cnccn1,O=C(O)c1sccc1Nc1cnccn1,0.5141849991971071,3,nucleophile,{'Aminoacids_N-AromaticAmino_Acid'}
O=[CH:10]c1sccc1[NH:20]c1cnccn1,O=C(O)c1sccc1Nc1cnccn1,0.5141849991971071,3,bifunctional,{'Aminoacids_N-AromaticAmino_Acid'}
O=[CH:10]c1sccc1Nc1cnccn1,O=C(O)c1sccc1Nc1cnccn1,0.5141849991971071,3,electrophile,{'Aminoacids_N-AromaticAmino_Acid'}
O=C1CC(c2ccc(OCC(F)F)cc2)C[NH:20]1,O=C1CC(c2ccc(OCC(F)F)cc2)CN1,0.5120646609425844,3,nucleophile,{'Amides_Amides'}
CC(C)(C)CC(c1ccc(F)cc1)[NH2:40],CC(C)(C)CC(N)c1ccc(F)cc1,0.5098443338756043,3,nucleophile,"{'PrimaryAmines_PriAmines_Benzylic', 'PrimaryAmines_PriAmines_Aliphatic'}"
CC(C)(C)CC(c1ccc(F)cc1)[NH2:20],CC(C)(C)CC(N)c1ccc(F)cc1,0.5098443338756043,3,nucleophile,"{'PrimaryAmines_PriAmines_Benzylic', 'PrimaryAmines_PriAmines_Aliphatic'}"
COc1cc(C[NH:20]c2ccccc2N)cc(OC)c1OC,COc1cc(CNc2ccccc2N)cc(OC)c1OC,0.5087844045702755,3,nucleophile,{'Reagents_DiAmines'}
COc1cc(C[NH:20]c2ccccc2[NH2:20])cc(OC)c1OC,COc1cc(CNc2ccccc2N)cc(OC)c1OC,0.5087844045702755,3,nucleophile,{'Reagents_DiAmines'}
COc1cc(CNc2ccccc2[NH2:20])cc(OC)c1OC,COc1cc(CNc2ccccc2N)cc(OC)c1OC,0.5087844045702755,3,nucleophile,{'Reagents_DiAmines'}
COc1ccc(C[NH:20]C(C)(C)C)cc1OC,COc1ccc(CNC(C)(C)C)cc1OC,0.5072557777809882,3,nucleophile,"{'SecondaryAmines_secAliphatic', 'SecondaryAmines_secBenzylic'}"
COc1ccc(C(CCOC(C)C)[NH:20]C)c(OC)c1,CNC(CCOC(C)C)c1ccc(OC)cc1OC,0.50563913984751,3,nucleophile,"{'SecondaryAmines_secAliphatic', 'SecondaryAmines_secBenzylic'}"
CONC(c1ccc(OC)cc1)[CH3:50],C=CC(NOC)c1ccc(OC)cc1,0.5054038872909666,3,unknown,{'Alkenes_AlkenesCH2'}
C=CC(c1ccc(OC)cc1)[NH:20]OC,C=CC(NOC)c1ccc(OC)cc1,0.5054038872909666,3,nucleophile,{'Reagents_Hydroxylamines'}
CO[NH2:40],C=CC(NOC)c1ccc(OC)cc1,0.5054038872909666,3,nucleophile,{'Reagents_Hydroxylamines'}
COc1ccc(C([NH:20]OC)[CH3:50])cc1,C=CC(NOC)c1ccc(OC)cc1,0.5054038872909666,3,nucleophile,"{'Alkenes_AlkenesCH2', 'Reagents_Hydroxylamines'}"
COC(=O)c1ccc([NH:20]c2ncccn2)nc1,COC(=O)c1ccc(Nc2ncccn2)nc1,0.5032286074993998,3,nucleophile,{'SecondaryAmines_diArylAmines'}
COCCC(c1ccc(OC)cc1OC)[NH:20]C,CNC(CCOC)c1ccc(OC)cc1OC,0.5017762315019115,3,nucleophile,"{'SecondaryAmines_secAliphatic', 'SecondaryAmines_secBenzylic'}"
O=C(O)c1sc(I)cc1[NH2:20],COC(=O)c1sc(I)cc1N,0.5015663089848663,3,nucleophile,{'Bifunctional_Amine_Ester'}
O=C(O)c1sc(I)cc1[NH2:40],COC(=O)c1sc(I)cc1N,0.5015663089848663,3,nucleophile,{'Bifunctional_Amine_Ester'}
O=[CH:10]c1sc(I)cc1[NH2:20],COC(=O)c1sc(I)cc1N,0.5015663089848663,3,bifunctional,{'Bifunctional_Amine_Ester'}
O=[CH:10]c1sc(I)cc1[NH2:40],COC(=O)c1sc(I)cc1N,0.5015663089848663,3,bifunctional,{'Bifunctional_Amine_Ester'}
O=C(O)c1s[cH:10]cc1[NH2:20],COC(=O)c1sc(I)cc1N,0.5015663089848663,3,bifunctional,"{'ArylHalide_Aryl_iodides', 'Bifunctional_Amine_Ester', 'ArylHalide_Aryl_halides_Pd'}"
O=C(O)c1s[cH:10]cc1[NH2:40],COC(=O)c1sc(I)cc1N,0.5015663089848663,3,bifunctional,"{'ArylHalide_Aryl_iodides', 'Bifunctional_Amine_Ester', 'ArylHalide_Aryl_halides_Pd'}"
O=[CH:10]c1s[cH:10]cc1[NH2:20],COC(=O)c1sc(I)cc1N,0.5015663089848663,3,bifunctional,"{'ArylHalide_Aryl_iodides', 'Bifunctional_Amine_Ester', 'ArylHalide_Aryl_halides_Pd'}"
O=[CH:10]c1s[cH:10]cc1[NH2:40],COC(=O)c1sc(I)cc1N,0.5015663089848663,3,bifunctional,"{'ArylHalide_Aryl_iodides', 'Bifunctional_Amine_Ester', 'ArylHalide_Aryl_halides_Pd'}"
COCc1ncnc(C[NH2:40])c1F,COCc1ncnc(CN)c1F,0.5002718692879192,3,nucleophile,"{'PrimaryAmines_PriAmines_Het-benzylic', 'PrimaryAmines_PriAmines_Aliphatic'}"
COCc1ncnc(C[NH2:20])c1F,COCc1ncnc(CN)c1F,0.5002718692879192,3,nucleophile,"{'PrimaryAmines_PriAmines_Het-benzylic', 'PrimaryAmines_PriAmines_Aliphatic'}"
COCCc1cc([NH:20]CC[NH2:40])ncn1,COCCc1cc(NCCNC(=O)OC(C)(C)C)ncn1,0.5002226372480453,3,nucleophile,{'Bifunctional_NbocDi_Amines'}
O=C(NCc1ccc2c(c1)OCO2)[CH3:10],O=C(CCl)NCc1ccc2c(c1)OCO2,0.499807757117439,3,electrophile,{'AlkylHalides_Alkyl_halides'}
COc1ccc(C2CC([CH:10]=O)C(=O)N2)cc1OC,COc1ccc(C2CC(C(=O)O)C(=O)N2)cc1OC,0.4972100555735113,3,electrophile,{'Acid_Aliphatic_Acid'}
COC(=O)c1ccc([NH:20]c2nccs2)nc1,COC(=O)c1ccc(Nc2nccs2)nc1,0.4961180512300204,3,nucleophile,{'SecondaryAmines_diArylAmines'}
O=C(Nc1ccc([SH:20])nn1)c1ccc(F)cc1,O=C(Nc1ccc(S)nn1)c1ccc(F)cc1,0.4942653162130019,3,nucleophile,{'Reagents_Thioles'}
NC(c1ccc(F)cc1)[CH3:10],CC(C)(C)OC(=O)NC(C=O)c1ccc(F)cc1,0.4901082388745378,3,electrophile,{'Bifunctional_Aldehyde_Nboc'}
NC(c1ccc(F)cc1)[CH3:30],CC(C)(C)OC(=O)NC(C=O)c1ccc(F)cc1,0.4901082388745378,3,electrophile,{'Bifunctional_Aldehyde_Nboc'}
Fc1ccc(C([CH3:10])[NH2:20])cc1,CC(C)(C)OC(=O)NC(C=O)c1ccc(F)cc1,0.4901082388745378,3,bifunctional,{'Bifunctional_Aldehyde_Nboc'}
Fc1ccc(C([CH3:10])[NH2:40])cc1,CC(C)(C)OC(=O)NC(C=O)c1ccc(F)cc1,0.4901082388745378,3,bifunctional,{'Bifunctional_Aldehyde_Nboc'}
Fc1ccc(C([NH2:20])[CH3:30])cc1,CC(C)(C)OC(=O)NC(C=O)c1ccc(F)cc1,0.4901082388745378,3,bifunctional,{'Bifunctional_Aldehyde_Nboc'}
Fc1ccc(C([CH3:30])[NH2:40])cc1,CC(C)(C)OC(=O)NC(C=O)c1ccc(F)cc1,0.4901082388745378,3,bifunctional,{'Bifunctional_Aldehyde_Nboc'}
O=C(CC[CH:10]=O)N=Cc1ccc(F)c(F)c1,O=C(O)C=CC(=O)NCc1ccc(F)c(F)c1,0.4895967390988502,3,electrophile,{'Acid_Aliphatic_Acid'}
O=C(CC[CH:10]=O)N=Cc1ccc(F)c(Cl)c1,O=C(O)C=CC(=O)NCc1ccc(F)c(Cl)c1,0.4887463327026844,3,electrophile,{'Acid_Aliphatic_Acid'}
CC(C)(C)OC(=O)NCc1c[cH:10]c(F)cc1F,CC(C)(C)OC(=O)NCc1cc(Br)c(F)cc1F,0.4871828421601119,3,electrophile,{'ArylHalide_Aryl_halides_Pd'}
O=C(O)c1nccc([NH:20]Cc2ccc(F)cc2)n1,O=C(O)c1nccc(NCc2ccc(F)cc2)n1,0.4856266008803508,3,nucleophile,{'Aminoacids_N-AromaticAmino_Acid'}
O=[CH:10]c1nccc([NH:20]Cc2ccc(F)cc2)n1,O=C(O)c1nccc(NCc2ccc(F)cc2)n1,0.4856266008803508,3,bifunctional,{'Aminoacids_N-AromaticAmino_Acid'}
O=[CH:10]c1nccc(NCc2ccc(F)cc2)n1,O=C(O)c1nccc(NCc2ccc(F)cc2)n1,0.4856266008803508,3,electrophile,{'Aminoacids_N-AromaticAmino_Acid'}
Fc1ccc(C[NH2:40])c(F)c1,NCc1ccc(F)cc1F,0.4854356318110388,3,nucleophile,"{'PrimaryAmines_PriAmines_Benzylic', 'PrimaryAmines_PriAmines_Aliphatic'}"
Fc1ccc(C[NH2:20])c(F)c1,NCc1ccc(F)cc1F,0.4854356318110388,3,nucleophile,"{'PrimaryAmines_PriAmines_Benzylic', 'PrimaryAmines_PriAmines_Aliphatic'}"
Fc1ccc(CNC2CCC2[OH:20])c(F)c1,OC1CCC1NCc1ccc(F)cc1F,0.4847003045068961,3,nucleophile,{'Alcohols_Aliphatic_alcohols'}
Fc1ccc(CNC2CC[CH2:10]2)c(F)c1,OC1CCC1NCc1ccc(F)cc1F,0.4847003045068961,3,electrophile,{'Alcohols_Aliphatic_alcohols'}
OC1CCC1[NH:20]Cc1ccc(F)cc1F,OC1CCC1NCc1ccc(F)cc1F,0.4847003045068961,3,nucleophile,"{'SecondaryAmines_secAliphatic', 'SecondaryAmines_secBenzylic'}"
Fc1ccc(C[NH:20]C2CCC2[OH:20])c(F)c1,OC1CCC1NCc1ccc(F)cc1F,0.4847003045068961,3,nucleophile,"{'SecondaryAmines_secAliphatic', 'SecondaryAmines_secBenzylic', 'Alcohols_Aliphatic_alcohols'}"
Fc1ccc(C[NH:20]C2CC[CH2:10]2)c(F)c1,OC1CCC1NCc1ccc(F)cc1F,0.4847003045068961,3,bifunctional,"{'SecondaryAmines_secAliphatic', 'SecondaryAmines_secBenzylic', 'Alcohols_Aliphatic_alcohols'}"
Nc1nnc(NCc2ccc(F)cc2F)[nH:20]1,Nc1nnc(NCc2ccc(F)cc2F)[nH]1,0.4835469576179808,3,nucleophile,{'nHAzoles_nHAzoles'}
Fc1ccc(CNc2n[nH]c([NH2:20])n2)c(F)c1,Nc1nnc(NCc2ccc(F)cc2F)[nH]1,0.4835469576179808,3,nucleophile,{'Reagents_DiAmines'}
Fc1ccc(C[NH:20]c2n[nH]c([NH2:20])n2)c(F)c1,Nc1nnc(NCc2ccc(F)cc2F)[nH]1,0.4835469576179808,3,nucleophile,{'Reagents_DiAmines'}
Nc1n[nH]c([NH:20]Cc2ccc(F)cc2F)n1,Nc1nnc(NCc2ccc(F)cc2F)[nH]1,0.4835469576179808,3,nucleophile,{'Reagents_DiAmines'}
Fc1ccc(CNc2nnc([NH2:20])[nH:20]2)c(F)c1,Nc1nnc(NCc2ccc(F)cc2F)[nH]1,0.4835469576179808,3,nucleophile,"{'Reagents_DiAmines', 'nHAzoles_nHAzoles'}"
Fc1ccc(C[NH:20]c2nnc([NH2:20])[nH:20]2)c(F)c1,Nc1nnc(NCc2ccc(F)cc2F)[nH]1,0.4835469576179808,3,nucleophile,"{'Reagents_DiAmines', 'nHAzoles_nHAzoles'}"
Nc1nnc([NH:20]Cc2ccc(F)cc2F)[nH:20]1,Nc1nnc(NCc2ccc(F)cc2F)[nH]1,0.4835469576179808,3,nucleophile,"{'Reagents_DiAmines', 'nHAzoles_nHAzoles'}"
CNC(c1ccc(OC)c(OC)c1)[CH3:50],C=CC(NC)c1ccc(OC)c(OC)c1,0.4832146049198799,3,unknown,{'Alkenes_AlkenesCH2'}
C=CC(c1ccc(OC)c(OC)c1)[NH:20]C,C=CC(NC)c1ccc(OC)c(OC)c1,0.4832146049198799,3,nucleophile,"{'SecondaryAmines_secAliphatic', 'SecondaryAmines_secBenzylic'}"
COc1ccc(C([NH:20]C)[CH3:50])cc1OC,C=CC(NC)c1ccc(OC)c(OC)c1,0.4832146049198799,3,nucleophile,"{'Alkenes_AlkenesCH2', 'SecondaryAmines_secBenzylic', 'SecondaryAmines_secAliphatic'}"
CCC(c1ccc(F)c(F)c1)[NH2:40],CCC(N)c1ccc(F)c(F)c1,0.4830085336951468,3,nucleophile,"{'PrimaryAmines_PriAmines_Benzylic', 'PrimaryAmines_PriAmines_Aliphatic'}"
CCC(c1ccc(F)c(F)c1)[NH2:20],CCC(N)c1ccc(F)c(F)c1,0.4830085336951468,3,nucleophile,"{'PrimaryAmines_PriAmines_Benzylic', 'PrimaryAmines_PriAmines_Aliphatic'}"
Fc1ccc2c(NCC[NH2:20])ncnc2c1,NCCNc1ncnc2cc(F)ccc12,0.482327776772805,3,nucleophile,{'Reagents_DiAmines'}
Fc1ccc2c([NH:20]CC[NH2:20])ncnc2c1,NCCNc1ncnc2cc(F)ccc12,0.482327776772805,3,nucleophile,{'Reagents_DiAmines'}
NCC[NH:20]c1ncnc2cc(F)ccc12,NCCNc1ncnc2cc(F)ccc12,0.482327776772805,3,nucleophile,{'Reagents_DiAmines'}
O=[CH:10]CC(c1ccc(F)cc1)C(F)F,O=C(Cl)CC(c1ccc(F)cc1)C(F)F,0.4817940350425189,3,electrophile,{'Acylhalides_Acylhalides'}
C[NH:20]Cc1ccc2c(c1)OCO2,CNCc1ccc2c(c1)OCO2,0.4804776316054189,3,nucleophile,"{'SecondaryAmines_secAliphatic', 'SecondaryAmines_secBenzylic'}"
COc1ccc(S(=O)(=O)C[CH:10]=O)cc1,CCOC(=O)CS(=O)(=O)c1ccc(OC)cc1,0.4796872109963433,3,electrophile,{'Esters_Esters'}
O=C(CC[CH:10]=O)N=Cc1ccc(F)cc1,O=C(O)C=CC(=O)NCc1ccc(F)cc1,0.4780947617251705,3,electrophile,{'Acid_Aliphatic_Acid'}
COc1ccc(CNc2nnc(N)[nH:20]2)cc1,COc1ccc(CNc2nnc(N)[nH]2)cc1,0.4763605090895007,3,nucleophile,{'nHAzoles_nHAzoles'}
COc1ccc(C[NH:20]c2n[nH]c(N)n2)cc1,COc1ccc(CNc2nnc(N)[nH]2)cc1,0.4763605090895007,3,nucleophile,{'Reagents_DiAmines'}
COc1ccc(C[NH:20]c2n[nH]c([NH2:20])n2)cc1,COc1ccc(CNc2nnc(N)[nH]2)cc1,0.4763605090895007,3,nucleophile,{'Reagents_DiAmines'}
COc1ccc(CNc2n[nH]c([NH2:20])n2)cc1,COc1ccc(CNc2nnc(N)[nH]2)cc1,0.4763605090895007,3,nucleophile,{'Reagents_DiAmines'}
COc1ccc(C[NH:20]c2nnc(N)[nH:20]2)cc1,COc1ccc(CNc2nnc(N)[nH]2)cc1,0.4763605090895007,3,nucleophile,"{'Reagents_DiAmines', 'nHAzoles_nHAzoles'}"
COc1ccc(C[NH:20]c2nnc([NH2:20])[nH:20]2)cc1,COc1ccc(CNc2nnc(N)[nH]2)cc1,0.4763605090895007,3,nucleophile,"{'Reagents_DiAmines', 'nHAzoles_nHAzoles'}"
COc1ccc(CNc2nnc([NH2:20])[nH:20]2)cc1,COc1ccc(CNc2nnc(N)[nH]2)cc1,0.4763605090895007,3,nucleophile,"{'Reagents_DiAmines', 'nHAzoles_nHAzoles'}"
Fc1ccc(CNc2nc[cH:10]cn2)c(Cl)c1,Fc1ccc(CNc2ncc(Br)cn2)c(Cl)c1,0.4759218050153839,3,electrophile,{'ArylHalide_Aryl_halides_Pd'}
Fc1ccc(C[NH:20]c2ncc(Br)cn2)c(Cl)c1,Fc1ccc(CNc2ncc(Br)cn2)c(Cl)c1,0.4759218050153839,3,nucleophile,{'SecondaryAmines_secHet-Anilines'}
Fc1ccc(C[NH:20]c2nc[cH:10]cn2)c(Cl)c1,Fc1ccc(CNc2ncc(Br)cn2)c(Cl)c1,0.4759218050153839,3,bifunctional,"{'SecondaryAmines_secHet-Anilines', 'ArylHalide_Aryl_halides_Pd'}"
Cc1nc(NCc2ccc(F)cc2)c[cH:10]n1,Cc1nc(Cl)cc(NCc2ccc(F)cc2)n1,0.4759054794577598,3,electrophile,{'ArylHalide_Aryl_halides_Pd'}
Cc1nc(Cl)cc([NH:20]Cc2ccc(F)cc2)n1,Cc1nc(Cl)cc(NCc2ccc(F)cc2)n1,0.4759054794577598,3,nucleophile,{'SecondaryAmines_secHet-Anilines'}
Cc1nc([NH:20]Cc2ccc(F)cc2)c[cH:10]n1,Cc1nc(Cl)cc(NCc2ccc(F)cc2)n1,0.4759054794577598,3,bifunctional,"{'SecondaryAmines_secHet-Anilines', 'ArylHalide_Aryl_halides_Pd'}"
COc1ccc(CNc2nccc(C[OH:20])n2)cc1,COc1ccc(CNc2nccc(CO)n2)cc1,0.4754992890237997,3,nucleophile,{'Alcohols_Aliphatic_alcohols'}
COc1ccc(CNc2nccc([CH3:10])n2)cc1,COc1ccc(CNc2nccc(CO)n2)cc1,0.4754992890237997,3,electrophile,{'Alcohols_Aliphatic_alcohols'}
COc1ccc(C[NH:20]c2nccc(CO)n2)cc1,COc1ccc(CNc2nccc(CO)n2)cc1,0.4754992890237997,3,nucleophile,{'SecondaryAmines_secHet-Anilines'}
COc1ccc(C[NH:20]c2nccc(C[OH:20])n2)cc1,COc1ccc(CNc2nccc(CO)n2)cc1,0.4754992890237997,3,nucleophile,"{'SecondaryAmines_secHet-Anilines', 'Alcohols_Aliphatic_alcohols'}"
COc1ccc(C[NH:20]c2nccc([CH3:10])n2)cc1,COc1ccc(CNc2nccc(CO)n2)cc1,0.4754992890237997,3,bifunctional,"{'SecondaryAmines_secHet-Anilines', 'Alcohols_Aliphatic_alcohols'}"
COc1ccc(C[NH:20]C)c(OC)c1OC,CNCc1ccc(OC)c(OC)c1OC,0.4751803604624847,3,nucleophile,"{'SecondaryAmines_secAliphatic', 'SecondaryAmines_secBenzylic'}"
COc1ccc(CNc2nc[cH:10]cn2)cc1,COc1ccc(CNc2ncc(Br)cn2)cc1,0.4746223225580457,3,electrophile,{'ArylHalide_Aryl_halides_Pd'}
COc1ccc(C[NH:20]c2ncc(Br)cn2)cc1,COc1ccc(CNc2ncc(Br)cn2)cc1,0.4746223225580457,3,nucleophile,{'SecondaryAmines_secHet-Anilines'}
COc1ccc(C[NH:20]c2nc[cH:10]cn2)cc1,COc1ccc(CNc2ncc(Br)cn2)cc1,0.4746223225580457,3,bifunctional,"{'SecondaryAmines_secHet-Anilines', 'ArylHalide_Aryl_halides_Pd'}"
COc1ccc(C[NH:20]c2ncccn2)cc1,COc1ccc(CNc2ncccn2)cc1,0.4743879083634512,3,nucleophile,{'SecondaryAmines_secHet-Anilines'}
COc1ccc(CNc2nc(C)c[cH:10]n2)cc1,COc1ccc(CNc2nc(C)cc(Cl)n2)cc1,0.474159333169066,3,electrophile,{'ArylHalide_Aryl_halides_Pd'}
COc1ccc(C[NH:20]c2nc(C)cc(Cl)n2)cc1,COc1ccc(CNc2nc(C)cc(Cl)n2)cc1,0.474159333169066,3,nucleophile,{'SecondaryAmines_secHet-Anilines'}
COc1ccc(C[NH:20]c2nc(C)c[cH:10]n2)cc1,COc1ccc(CNc2nc(C)cc(Cl)n2)cc1,0.474159333169066,3,bifunctional,"{'SecondaryAmines_secHet-Anilines', 'ArylHalide_Aryl_halides_Pd'}"
